repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
BohdanPetryshyn/formzero,MAGI//ARCHIVE,Form backend with zero paid features. One-click deploy to your free Cloudflare account.,Dev tools,TypeScript,64,5,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,4,MIT,cloudflare; cloudflare-workers; form-backend; form-handler; forms; newsletter; self-hosted; serverless; waitlist,2025-10-25T12:44:51Z,2026-05-27T17:25:07Z,2026-04-26T06:56:02Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/BohdanPetryshyn-formzero.html,https://github.com/BohdanPetryshyn/formzero,79
vkondepati/gis-map-viewer,GitHub topic:leaflet,"A lightweight, interactive GIS + Graph-based map viewer for spatial exploration and supply chain intelligence.",Geospatial,JavaScript,24,18,"Permite visualizar, gestionar o analizar datos geoespaciales.",9,MIT,geojson; gis; graph-visualization; leaflet; spatial-analysis; web-mapping,2026-02-10T00:24:15Z,2026-06-01T15:54:52Z,2026-06-01T15:35:55Z,,https://github.com/topics/leaflet,https://github.com/vkondepati/gis-map-viewer,78
scrutinydebugger/scrutiny-main,GitHub topic:data-visualization,Debugging embedded software through instrumentation with a nice UI,Data / ETL,Python,50,9,Crea visualizaciones para explorar datos y comunicar resultados.,14,MIT,calibration-tool; can; code-instrumentation; cplusplus; data-visualization; debugger; embedded; embedded-c; embedded-systems; hardware-in-the-loop; hil; instrumentation; introspection; mcu; runtime-debugger; serial; testing; testing-tool,2021-04-12T02:44:49Z,2026-06-01T18:15:37Z,2026-06-01T18:14:50Z,,https://github.com/topics/data-visualization,https://github.com/scrutinydebugger/scrutiny-main,77
mapdraw/mapdraw,GitHub topic:leaflet,"MapDraw is a simple, powerful web-based editor for creating, viewing, and managing geographic data like paths, areas, and markers. Built with Leaflet.js, it supports interactive drawing, file import/export (GeoJSON, GPX, KML, KMZ), routing, elevation profiles, custom styling, and Strava activity integration.",Geospatial,JavaScript,46,10,"Permite visualizar, gestionar o analizar datos geoespaciales.",1,AGPL-3.0,elevation; elevation-profile; geojson; geojson-editor; geospatial; gis; gpx; gpx-editor; javascript; kml; kml-editor; kmz; leaflet; local-first; map-editor; maps; openstreetmap; routing; strava; wms,2025-08-19T12:35:55Z,2026-06-01T16:01:42Z,2026-06-01T15:48:29Z,,https://github.com/topics/leaflet,https://github.com/mapdraw/mapdraw,76
Gamma-Software/llm_qualitative_data_analysis,GitHub topic:qualitative-analysis + GitHub topic:qualitative-research,Qualitative Data Analysis done by AI (or LLMs).  🖥️ Streamlit & 🔗 Langchain,Qualitative analysis,Python,49,9,"Sirve para organizar, codificar o analizar materiales cualitativos.",7,,ai; langchain; langchain-app; langchain-python; large-language-models; llm; llms; qualitative-analysis; qualitative-data-analysis; qualitative-research; streamlit; streamlit-application,2023-09-10T14:47:49Z,2026-05-17T19:02:47Z,2025-01-20T20:35:39Z,,https://github.com/topics/qualitative-analysis,https://github.com/Gamma-Software/llm_qualitative_data_analysis,76
Visterainer/aidea-zotero,GitHub topic:zotero,"AIdea — Free AI chat in Zotero's side panel. OAuth login (no API key needed), supports OpenAI-compatible APIs and local models (Ollama, LM Studio). | 免费 AI 助手，Zotero 侧边栏对话，OAuth 登录无需 API Key，支持 OpenAI 兼容接口与本地模型（Ollama、LM Studio）",Academic writing,TypeScript,57,6,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",5,AGPL-3.0,academic; ai; ai-assistant; apikey-authentication; chatgpt; free; free-chatgpt; no-api-key; no-api-keys; oauth; oauth-login; ollama; openai; openai-api; research; zotero; zotero-addon; zotero-plugin,2026-03-04T14:59:08Z,2026-06-01T16:43:09Z,2026-06-01T16:43:13Z,,https://github.com/topics/zotero,https://github.com/Visterainer/aidea-zotero,75
alexbarry/AlexCalc,GitHub topic:latex,"Scientific calculator with LaTeX equation display, variables, units, complex numbers. Runs locally in your browser with WebAssembly, or as an Android app.",Academic writing,C++,57,5,Sirve para trabajar con escritura académica.,18,NOASSERTION,calculator; latex; scientific-calculator; webassembly,2021-12-04T13:03:51Z,2026-06-01T14:02:49Z,2026-06-01T13:45:06Z,,https://github.com/topics/latex,https://github.com/alexbarry/AlexCalc,72
nick-friedrich/dockfinity,MAGI//ARCHIVE,"Create profiles like Work, Gaming, etc. and swap your entire Dock with one click",Dev tools,Swift,65,2,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,3,NOASSERTION,,2025-10-21T04:23:08Z,2026-04-30T09:21:08Z,2025-11-07T08:58:57Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/nick-friedrich-dockfinity.html,https://github.com/nick-friedrich/dockfinity,71
amirfish1/claude-command-center,GitHub topic:dashboard,"Local-first dashboard that orchestrates Claude Code, Codex, and Gemini CLI sessions side-by-side — spawn, resume, and review from one browser tab.",AI agents,Python,60,3,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",2,MIT,agents; claude; claude-code; dashboard; developer-tools; headless; kanban; llm-tools; local-first; python,2026-04-13T16:16:04Z,2026-06-01T18:06:35Z,2026-06-01T18:05:52Z,,https://github.com/topics/dashboard,https://github.com/amirfish1/claude-command-center,69
data-fair/data-fair,GitHub topic:open-data,"Findable, Accessible, Interoperable and Reusable Data. A complete open-source solution for your open and private data needs. French only for the time being, internationalization coming soon.",Data / ETL,TypeScript,42,9,"Facilita acceder, descargar o procesar datos abiertos y estadísticos.",19,AGPL-3.0,api; data; datasets; docker; nocode; nocodeapi; nodejs; open-data; openapi3,2017-11-24T22:19:00Z,2026-06-01T15:56:35Z,2026-06-01T15:50:53Z,,https://github.com/topics/open-data,https://github.com/data-fair/data-fair,69
CityofToronto/bdit_data-sources,GitHub topic:open-data,Data sources used by the Transportation Data & Analytics Unit,Data / ETL,Jupyter Notebook,42,9,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,149,GPL-3.0,cycling; data-processing; freeway; open-data; traffic-data; transportation,2016-08-24T19:01:52Z,2026-06-01T15:47:42Z,2026-06-01T17:37:41Z,,https://github.com/topics/open-data,https://github.com/CityofToronto/bdit_data-sources,69
JetBrains-Research/pubtrends,GitHub topic:bibliometrics,Scientific literature explorer. Runs a Pubmed or Semantic Scholar search and allows user to explore high-level structure of result papers,Research,Jupyter Notebook,51,5,"Apoya investigación, experimentación, evaluación o revisión de literatura.",20,Apache-2.0,bibliometrics; pubmed; semantic-scholar,2018-10-04T15:07:04Z,2026-04-15T08:12:21Z,2026-04-15T08:12:18Z,,https://github.com/topics/bibliometrics,https://github.com/JetBrains-Research/pubtrends,66
WrongStack/WrongStack,GitHub topic:coding,A CLI AI coding agent that runs in your terminal.,Qualitative analysis,TypeScript,50,5,"Sirve para organizar, codificar o analizar materiales cualitativos.",2,MIT,agentic-ai; ai-agents; ai-tools; code; code-generation; coding,2026-05-12T23:57:23Z,2026-06-01T18:08:24Z,2026-06-01T18:07:46Z,,https://github.com/topics/coding,https://github.com/WrongStack/WrongStack,65
dralkh/seerai,GitHub topic:zotero,"Zotero AI plugin, research framework, assistant, workspaces, cloud, google drive, with MCP, agent capabilities, OCR, table extraction, semantic scholar, and firecrawl/tavily web search",Academic writing,TypeScript,55,3,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",0,MIT,agent; agentic; ai; cloud; drive; google-drive; mcp; openai; openai-api; plugin; research; research-tool; research-tools; scholar; semantic-search; tavily; zotero; zotero-addon; zotero-api; zotero-plugin,2025-12-10T18:38:02Z,2026-06-01T16:45:32Z,2026-06-01T16:40:25Z,,https://github.com/topics/zotero,https://github.com/dralkh/seerai,64
danielvartan/abnt,GitHub topic:scientific-writing,📓 Quarto Format for ABNT Theses and Dissertations,Academic writing,TeX,51,4,Sirve para trabajar con escritura académica.,4,GPL-3.0,abnt; abntex2; academic-writing; brazil; dissertations; latex; open-science; quarto; quarto-format; r; reproducible-research; scientific-writing; technical-standards; technical-writing; templates; theses,2023-09-24T03:01:03Z,2026-05-22T23:25:52Z,2026-01-28T20:49:35Z,,https://github.com/topics/scientific-writing,https://github.com/danielvartan/abnt,63
magicsunday/webtrees-descendants-chart,GitHub topic:data-visualization,SVG descendants chart module for the webtrees genealogy application — interactive D3.js tree visualization with spouse display and up to 25 generations.,Data / ETL,JavaScript,37,8,Crea visualizaciones para explorar datos y comunicar resultados.,4,GPL-3.0,chart; d3; d3js; data-visualization; descendants; descendants-chart; family-tree; genealogy; module; svg; visualization; webtrees; webtrees-module,2021-03-15T09:02:01Z,2026-06-01T18:19:58Z,2026-06-01T18:19:18Z,,https://github.com/topics/data-visualization,https://github.com/magicsunday/webtrees-descendants-chart,61
getsieutoc/voi,MAGI//ARCHIVE,Minimalist self-hosted customer feedback management system,Other,TypeScript,44,5,Repositorio para revisar: minimalist self-hosted customer feedback management system.,4,MIT,,2024-02-11T11:54:05Z,2026-05-07T12:14:07Z,2026-05-07T12:14:02Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/getsieutoc-voi.html,https://github.com/getsieutoc/voi,59
IgorGanapolsky/trading,GitHub topic:rag,"Paper-first SPY options validation platform with broker-backed scorecards, hard risk gates, paired-trade accounting, and live dashboards.",AI agents,Python,34,8,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",31,MIT,algorithmic-trading; autonomous-trading; iron-condor; machine-learning; options-trading; paper-trading; python; quantitative-finance; rag; risk-management; spy,2025-10-30T14:44:39Z,2026-06-01T18:10:17Z,2026-06-01T18:09:06Z,,https://github.com/topics/rag,https://github.com/IgorGanapolsky/trading,58
Nebutra/MinerU-Skill,GitHub topic:latex,"AI-Native document parser: PDF, Office & images → clean Markdown with LaTeX, tables & OCR. Zero-dependency CLI & skill for Claude Code, Cursor & AI agents.",Academic writing,Python,50,2,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,MIT,ai-agents; ai-skill; claude-code; cursor; document-parser; document-processing; docx; latex; llm; markdown; markdown-converter; mineru; obsidian; ocr; pdf; pdf-parser; pdf-to-markdown; python; rag; vlm,2026-02-13T07:15:42Z,2026-06-01T16:30:15Z,2026-06-01T16:25:52Z,,https://github.com/topics/latex,https://github.com/Nebutra/MinerU-Skill,56
Piazza-tech/Piazza-Updater,MAGI//ARCHIVE,"Piazza-Updater automates updates to a Weaviate database with real-time vectorial data. By continuously searching the internet and integrating with Verba repositories, it enhances retrieval-augmented generation (RAG) capabilities, keeping your applications informed and responsive.",LLM / GenAI,Python,38,6,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",1,MIT,data; databases; generation; integration; internet; llama; llm; ollama; processing; rag; real-time; retrieval-augmented; search; vector; verba; weaviate; web; wikipedia,2024-11-21T15:32:56Z,2026-02-09T17:34:36Z,2024-11-22T12:04:39Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/Piazza-tech-Piazza-Updater.html,https://github.com/Piazza-tech/Piazza-Updater,56
neyof03/linear-algebra-3blue1brown-notes,GitHub topic:latex,"📥 Access comprehensive lecture notes for 3Blue1Brown's Essence of Linear Algebra in English and Persian, covering key concepts in a clear format.",Academic writing,TeX,46,3,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",0,,3blue1brown; education; eigenvectors; english; foam; latex; lecture-notes; linear-algebra; math-education; mathematics; matrices; obsidian-md; persian; sharif-university; textbook; university; vectors,2026-01-22T07:16:14Z,2026-06-01T16:47:39Z,2026-06-01T16:43:13Z,,https://github.com/topics/latex,https://github.com/neyof03/linear-algebra-3blue1brown-notes,55
DmytroLopushanskyy/iclr2026-affiliations,GitHub topic:bibliometrics,"PDF-derived institutional affiliations for 5,356 ICLR 2026 accepted papers — full pipeline (scrape → parse → render), clean dataset (CSV + XLSX), and treemap charts.",Geospatial,Python,39,5,Crea visualizaciones para explorar datos y comunicar resultados.,1,MIT,bibliometrics; data-visualization; dataset; iclr; iclr-2026; machine-learning-research; openreview; pdf-parser; treemap,2026-05-09T09:23:24Z,2026-05-28T10:01:29Z,2026-05-09T20:26:23Z,,https://github.com/topics/bibliometrics,https://github.com/DmytroLopushanskyy/iclr2026-affiliations,54
mountayaapp/insight-editor,GitHub topic:deckgl,"Open source geospatial analysis for large-scale data sets with kepler.gl, DuckDB, and charts. Alternative to CARTO, ArcGIS Online, Foursquare Geospatial Platform, Felt, Maptable.",Geospatial,TypeScript,51,1,"Permite visualizar, gestionar o analizar datos geoespaciales.",0,MIT,arcgis; carto; cartodb; deckgl; duckdb; echarts; foursquare; geospatial; geospatial-analysis; gis; keplergl; mapbox; maplibre; spatial; spatial-analysis,2025-07-01T07:44:43Z,2026-04-16T22:45:03Z,2025-08-22T19:35:01Z,,https://github.com/topics/deckgl,https://github.com/mountayaapp/insight-editor,54
dbabbs/mobility-map,GitHub topic:deckgl,"🚙 🚲 🛴Interactive map of my Uber, Lyft, Jump and Lime trips",Geospatial,JavaScript,32,7,Sirve para trabajar con información geoespacial y mapas.,10,Apache-2.0,deckgl; maps; mobility; react,2019-04-26T21:07:49Z,2024-08-01T02:32:07Z,2023-01-06T01:49:12Z,,https://github.com/topics/deckgl,https://github.com/dbabbs/mobility-map,53
argahv/sisyphus-academica,GitHub topic:academic-writing + GitHub topic:literature-review + GitHub topic:latex,"Open-source research pipeline — literature review, novelty generation, citation verification, and adversarial review.",Academic writing,Python,31,7,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",23,MIT,academic-writing; arxiv; citation-verification; latex; literature-review; machine-learning; multi-agent; novelty; open-source; research,2026-05-31T07:22:28Z,2026-06-01T18:16:30Z,2026-06-01T18:21:13Z,,https://github.com/topics/academic-writing,https://github.com/argahv/sisyphus-academica,52
alphaclassbarrow/QGIS-Pro-cracked,GitHub topic:qgis,"QGIS Pro - Open-source geographic information system for geospatial data visualization. Comprehensive guide with setup instructions, feature highlights, and system requirements.",Geospatial,,49,0,"Permite visualizar, gestionar o analizar datos geoespaciales.",0,NOASSERTION,geospatial; gis; open-source; qgis; visualization,2026-05-31T13:40:18Z,2026-06-01T16:34:34Z,2026-06-01T16:28:22Z,,https://github.com/topics/qgis,https://github.com/alphaclassbarrow/QGIS-Pro-cracked,49
Hypertopic/Cassandre,GitHub topic:qualitative-analysis,Diary for qualitative analysis ,Qualitative analysis,JavaScript,28,7,"Sirve para organizar, codificar o analizar materiales cualitativos.",19,AGPL-3.0,qualitative-analysis; text-processing,2011-02-15T14:41:33Z,2026-04-21T11:47:56Z,2026-04-21T11:47:52Z,,https://github.com/topics/qualitative-analysis,https://github.com/Hypertopic/Cassandre,49
infranodus/infranodus-vscode-extension,GitHub topic:text-analysis,"InfraNodus graph extension for VSCode, Windsurf AI, and Cursor AI. Use it for your Obsidian vaults or code.",Data / ETL,TypeScript,24,8,Crea visualizaciones para explorar datos y comunicar resultados.,1,NOASSERTION,ai-tools; data-visualization; graph-view; text-analysis; vscode-extension,2025-01-07T17:59:29Z,2026-05-30T12:10:53Z,2026-05-30T12:11:43Z,,https://github.com/topics/text-analysis,https://github.com/infranodus/infranodus-vscode-extension,48
