repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
qfes/rdeck,GitHub topic:deckgl,Deck.gl widget for R,Geospatial,R,100,0,Sirve para trabajar con información geoespacial y mapas.,35,MIT,deckgl; mapbox,2020-02-29T01:27:20Z,2025-10-06T09:30:36Z,2024-09-03T08:30:19Z,,https://github.com/topics/deckgl,https://github.com/qfes/rdeck,100
leadita/tech-stack-datasets,GitHub topic:open-data,"Open datasets of companies & websites grouped by technologies they use (CSV & JSON). Discover who uses Shopify, Stripe, Woocommerce, HubSpot, and more.",Data / ETL,,65,11,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,2,,companies; competitive-analysis; crawler; datasets; hubspot; lead-generation; market-research; open-data; scrapper; shopify; tech-stack; technology; technology-usage; woocommerce,2026-01-27T09:08:44Z,2026-06-29T16:02:31Z,2026-06-29T16:01:44Z,,https://github.com/topics/open-data,https://github.com/leadita/tech-stack-datasets,98
zemendaniel/intercom,MAGI//ARCHIVE,,Other,Python,83,5,Repositorio para explorar y clasificar manualmente.,1,GPL-3.0,,2025-08-07T09:43:55Z,2026-03-04T15:46:06Z,2025-11-03T20:49:49Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/zemendaniel-intercom.html,https://github.com/zemendaniel/intercom,98
biglocalnews/warn-scraper,GitHub topic:open-data,Command-line interface for downloading WARN Act notices of qualified plant closings and mass layoffs from state government websites,Data / ETL,Python,42,18,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,57,NOASSERTION,cli; data-journalism; economics; etl; journalism; labor; news; open-data; python; warn,2020-05-11T22:50:21Z,2026-06-29T16:11:26Z,2026-06-29T16:11:16Z,,https://github.com/topics/open-data,https://github.com/biglocalnews/warn-scraper,96
cyberlife-coder/VelesDB,GitHub topic:vector-database,"VelesDB is a local‑first AI data engine written in Rust that unifies vectors, full‑text and graph in a single file with a familiar SQL‑like language.  Instead of sending every RAG or semantic search query to a remote cluster, VelesDB runs directly on your server, laptop, browser, mobile or edge device — no cloud dependency, no external services, ..",LLM / GenAI,Rust,72,8,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",1,NOASSERTION,ai; ai-memory; all-in-one-databse; avx512; columnstore-database; embeddings; graph-database; hnsw; local-first; machine-learning; mem0; mem0-alternative; rag; rust; search-engine; simd; vector-database; zep,2025-12-17T18:01:02Z,2026-06-29T15:37:48Z,2026-06-29T15:37:18Z,,https://github.com/topics/vector-database,https://github.com/cyberlife-coder/VelesDB,96
ipitio/backage,GitHub topic:scraper,Endpoint behind badges for GitHub Packages,Data / ETL,Python,54,14,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,0,MIT,api; automation; docker; ghcr; github-actions; gnu-parallel; gradle; json2xml; maven; monitoring; npm; nuget; proxy; rubygems; scraper; time-series; yq,2024-06-08T09:11:40Z,2026-06-29T14:54:32Z,2026-06-29T14:52:09Z,,https://github.com/topics/scraper,https://github.com/ipitio/backage,96
andreaspacher/openeditors,GitHub topic:bibliometrics,Webscraping data about editors of scientific journals.,Data / ETL,HTML,60,12,Sirve para trabajar con datos.,8,MIT,academia; bibliometrics; editors; journals; meta-science; publishers; research; science; scientometrics,2021-02-20T10:32:47Z,2026-06-12T13:28:37Z,2026-03-19T10:12:06Z,,https://github.com/topics/bibliometrics,https://github.com/andreaspacher/openeditors,96
openqda/openqda,GitHub topic:qualitative-analysis,Free open collaborative qualitative data analysis software,Qualitative analysis,PHP,71,8,"Sirve para organizar, codificar o analizar materiales cualitativos.",55,AGPL-3.0,agplv3; analysis; caqdas; data; fair; hacktberfest; hacktoberfest; qda; qualitative; qualitative-analysis; qualitative-data-analysis; research; research-software; research-software-engineering; rse; university-of-bremen; zemki,2024-04-29T11:41:25Z,2026-06-24T13:20:03Z,2026-06-29T14:07:13Z,,https://github.com/topics/qualitative-analysis,https://github.com/openqda/openqda,95
RipeMangoBox/BITE,GitHub topic:academic-research,"Semi-automated research assistant and local knowledge base for paper analysis, ideation, coding, experiments, writing, and publication workflows.",Qualitative analysis,Python,55,13,"Sirve para organizar, codificar o analizar materiales cualitativos.",1,MIT,academic-research; claude-code; codex-cli; knowledge-base; obsidian; paper-analysis; research-assistant; research-automation; research-workflow; semi-automated-research,2026-04-08T17:25:24Z,2026-06-29T01:06:46Z,2026-06-23T08:20:32Z,,https://github.com/topics/academic-research,https://github.com/RipeMangoBox/BITE,94
Visterainer/aidea-zotero,GitHub topic:zotero,"AIdea — Free AI chat in Zotero's side panel. OAuth login (no API key needed), supports OpenAI-compatible APIs and local models (Ollama, LM Studio). | 免费 AI 助手，Zotero 侧边栏对话，OAuth 登录无需 API Key，支持 OpenAI 兼容接口与本地模型（Ollama、LM Studio）",Academic writing,TypeScript,72,7,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",1,AGPL-3.0,academic; ai; ai-assistant; apikey-authentication; chatgpt; free; free-chatgpt; no-api-key; no-api-keys; oauth; oauth-login; ollama; openai; openai-api; research; zotero; zotero-addon; zotero-plugin,2026-03-04T14:59:08Z,2026-06-29T15:40:20Z,2026-06-29T15:52:43Z,,https://github.com/topics/zotero,https://github.com/Visterainer/aidea-zotero,93
mapdraw/mapdraw,GitHub topic:geospatial + GitHub topic:gis + GitHub topic:leaflet,"MapDraw is a simple, powerful web-based editor for creating, viewing, and managing geographic data like paths, areas, and markers. Built with Leaflet.js, it supports interactive drawing, file import/export (GeoJSON, GPX, KML, KMZ), routing, elevation profiles, custom styling, Strava activity integration, and OpenStreetMap contributions.",Geospatial,JavaScript,59,11,"Permite visualizar, gestionar o analizar datos geoespaciales.",1,AGPL-3.0,elevation; elevation-profile; geojson; geojson-editor; geospatial; gis; gpx; gpx-editor; javascript; kml; kml-editor; kmz; leaflet; local-first; map-editor; maps,2025-08-19T12:35:55Z,2026-06-29T15:42:33Z,2026-06-29T15:42:29Z,,https://github.com/topics/geospatial,https://github.com/mapdraw/mapdraw,92
joshua-zyy/academic-paper-writer,GitHub topic:academic-writing,面向 CS / AI / ML 领域的证据驱动、分节推进的论文写作 Agent Skill。,AI agents,Python,89,1,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,MIT,academic-writing; agent-skills; anthropic-skills; paper-writing; skills,2026-04-24T16:27:02Z,2026-06-29T11:24:19Z,2026-06-27T10:26:46Z,,https://github.com/topics/academic-writing,https://github.com/joshua-zyy/academic-paper-writer,92
goptics/vizb,GitHub topic:data-visualization,A tabular data visualization engine from your local to CI/CD pipeline,Data / ETL,Go,71,6,Crea visualizaciones para explorar datos y comunicar resultados.,6,MIT,benchmark; benchmarking; chart; ci-cd; data-science; data-visualization; golang-tools; visualizer,2025-06-17T12:53:37Z,2026-06-29T15:57:57Z,2026-06-29T15:59:13Z,,https://github.com/topics/data-visualization,https://github.com/goptics/vizb,89
guillevc/listseerr,MAGI//ARCHIVE,Sync curated movie & TV show lists to Seerr as automated requests.,Other,TypeScript,86,1,Repositorio para revisar: sync curated movie & tv show lists to seerr as automated requests.,5,NOASSERTION,docker; jellyfin; jellyseerr; mdblist; movie; overseerr; plex; radarr; seerr; shows; sonarr; stevenlu; trakt; tv,2025-12-07T01:22:20Z,2026-06-29T02:46:05Z,2026-06-26T00:31:25Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/guillevc-listseerr.html,https://github.com/guillevc/listseerr,89
BohdanPetryshyn/formzero,MAGI//ARCHIVE,Form backend with zero paid features. One-click deploy to your free Cloudflare account.,Dev tools,TypeScript,67,7,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,4,MIT,cloudflare; cloudflare-workers; form-backend; form-handler; forms; newsletter; self-hosted; serverless; waitlist,2025-10-25T12:44:51Z,2026-06-12T11:22:23Z,2026-04-26T06:56:02Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/BohdanPetryshyn-formzero.html,https://github.com/BohdanPetryshyn/formzero,88
Polaris-Aeterna/loom-notes,GitHub topic:latex,"A gorgeous XeLaTeX class + Claude skill for fill-in study notes — read and fill, learn by active recall.",Academic writing,TeX,71,5,Sirve para trabajar con escritura académica.,0,NOASSERTION,active-recall; claude; education; latex; latex-class; latex-template; lecture-notes; mathematics; note-taking; study-notes; typography; xelatex,2026-06-27T16:10:33Z,2026-06-29T15:49:19Z,2026-06-29T11:18:43Z,,https://github.com/topics/latex,https://github.com/Polaris-Aeterna/loom-notes,86
ssg-research/locket,GitHub topic:academic-research,A feature-locking technique (FLoTe) that enables robust feature-level access control for LLMs,LLM / GenAI,Python,83,1,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,Apache-2.0,academic-research; nlp; trustworthy-ai,2026-04-04T02:12:39Z,2026-06-29T10:34:11Z,2026-06-22T03:06:42Z,,https://github.com/topics/academic-research,https://github.com/ssg-research/locket,86
BYK/loreai,GitHub topic:ai-agents,"Your AI never starts over. Lore keeps sessions coherent for days and millions of tokens — no lossy summary that wipes your file paths and decisions — and turns every session into compounding memory across tools, providers, and (soon) your team. No context files. No workflow changes.",AI agents,TypeScript,73,3,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,39,NOASSERTION,ai-agents; context-management; memory,2026-02-20T15:31:39Z,2026-06-29T16:13:48Z,2026-06-29T16:13:24Z,,https://github.com/topics/ai-agents,https://github.com/BYK/loreai,82
cyzus/suzent,GitHub topic:llm + GitHub topic:ai-agents,SUZENT: YOUR SOVEREIGN DIGITAL CO-WORKER,AI agents,Python,61,7,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",1,Apache-2.0,ai; ai-agents; llm; research; suzent,2025-07-27T05:32:11Z,2026-06-29T16:13:27Z,2026-06-29T16:13:21Z,,https://github.com/topics/llm,https://github.com/cyzus/suzent,82
drkostas/Insta-Likes-Predict,GitHub topic:scraper,First attempt on predicting the likes a photo will get on Instagram.,Data / ETL,Python,70,4,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,3,GPL-3.0,cnn; instagram; keras-tensorflow; python; scraper,2018-11-23T20:37:54Z,2026-06-29T14:44:38Z,2026-06-29T14:45:05Z,,https://github.com/topics/scraper,https://github.com/drkostas/Insta-Likes-Predict,82
zack0x01/403-Bypass-lab,MAGI//ARCHIVE,,Other,Python,51,10,Repositorio para explorar y clasificar manualmente.,2,,,2025-12-24T01:13:57Z,2026-06-24T09:10:08Z,2026-02-20T23:51:58Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/zack0x01-403-Bypass-lab.html,https://github.com/zack0x01/403-Bypass-lab,81
Gamma-Software/llm_qualitative_data_analysis,GitHub topic:qualitative-analysis + GitHub topic:qualitative-research,Qualitative Data Analysis done by AI (or LLMs).  🖥️ Streamlit & 🔗 Langchain,Qualitative analysis,Python,49,9,"Sirve para organizar, codificar o analizar materiales cualitativos.",7,,ai; langchain; langchain-app; langchain-python; large-language-models; llm; llms; qualitative-analysis; qualitative-data-analysis; qualitative-research; streamlit; streamlit-application,2023-09-10T14:47:49Z,2026-05-17T19:02:47Z,2025-01-20T20:35:39Z,,https://github.com/topics/qualitative-analysis,https://github.com/Gamma-Software/llm_qualitative_data_analysis,76
ariffazil/arifos,GitHub topic:llm + GitHub topic:ai-agents + GitHub topic:mcp,arifOS — Constitutional MCP kernel for governed AI execution. AAA trinity: AGI (Mind) · ASI (Heart) · APEX (Judge). Built for the sovereign agentic era.,AI agents,Python,48,9,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",17,AGPL-3.0,agentic-ai; agi; ai; ai-agents; ai-governance; ai-safety; claude-code; constitutional-ai; fastmcp; governance; guardrails; llm; malaysia; mcp; mcp-client; mcp-server,2025-11-17T07:50:32Z,2026-06-29T16:15:45Z,2026-06-29T16:15:18Z,,https://github.com/topics/llm,https://github.com/ariffazil/arifos,75
calkit/calkit,GitHub topic:latex,"Integrated, automated, accelerated research projects.",Academic writing,Python,50,8,Sirve para trabajar con escritura académica.,392,MIT,automation; conda; docker; dvc; environments; git; hpc; latex; open-science; overleaf; pipelines; reproducibility; reproducible-research; reproducible-science; research; version-control; workflow-management,2024-08-21T23:10:26Z,2026-06-29T13:31:18Z,2026-06-29T13:22:35Z,,https://github.com/topics/latex,https://github.com/calkit/calkit,74
huangruiteng/loopx,GitHub topic:ai-agents,Loop engineering for long-running AI agents.,AI agents,Python,61,4,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,7,MIT,agent-control-plane; agent-ops; ai-agents; codex; long-running-agents; loop-engineering; loopx; workflow-automation,2026-05-31T14:58:56Z,2026-06-29T16:15:04Z,2026-06-29T16:16:07Z,,https://github.com/topics/ai-agents,https://github.com/huangruiteng/loopx,73
MADEVAL/ReadSightPy,GitHub topic:text-analysis,"Multilingual readability library for Python - 86 languages, 17 formulas, TeX-based syllable counting via Frank M. Liang algorithm.",Other,Python,43,10,"Repositorio para revisar: multilingual readability library for python - 86 languages, 17 formulas, tex-based syllable counting via frank m. liang algorithm.",0,MIT,automated-readability-index; coleman-liau; flesch-kincaid; flesch-reading-ease; gulpease; gunning-fog; hyphenation; lix; multilingual; natural-language-processing; python; readability; smog; syllable; tex; text-analysis; wiener-sachtextformel,2026-06-26T18:03:20Z,2026-06-28T17:45:45Z,2026-06-26T22:13:24Z,,https://github.com/topics/text-analysis,https://github.com/MADEVAL/ReadSightPy,73
nick-friedrich/dockfinity,MAGI//ARCHIVE,"Create profiles like Work, Gaming, etc. and swap your entire Dock with one click",Dev tools,Swift,67,2,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,3,NOASSERTION,,2025-10-21T04:23:08Z,2026-06-16T19:36:33Z,2025-11-07T08:58:57Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/nick-friedrich-dockfinity.html,https://github.com/nick-friedrich/dockfinity,73
sleep2agi/agent-network,GitHub topic:dashboard,助力搭建你的数字 AI 员工军团 — 多 Agent 一行命令组网协作。Claude Code / Claude Agent SDK / Codex / Grok Build 4 runtime + 8+ 家 LLM（Anthropic / OpenAI / xAI / MiniMax / DeepSeek / GLM / Kimi / 书生 / 小米 MiMo），自带 Web Dashboard，Apache 2.0 开源。,AI agents,TypeScript,47,8,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",88,Apache-2.0,agent-network; ai-agents; anthropic; claude; claude-agent-sdk; claude-code; codex; dashboard; deepseek; grok; grok-build; llm; local-first; mcp; mimo; minimax; multi-agent; nextjs; openai; xai,2026-03-31T17:34:18Z,2026-06-29T15:49:23Z,2026-06-29T15:49:18Z,,https://github.com/topics/dashboard,https://github.com/sleep2agi/agent-network,71
dralkh/seerai,GitHub topic:academic-research + GitHub topic:zotero,"AI Research assistant plugin for Zotero 9. Chat with your library, run federated scholarly search, RAG, OCR, systematic reviews, and manage cloud storage. Includes standalone MCP, Agentic capabilities, and skills library.",Academic writing,TypeScript,62,3,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",0,MIT,academic-research; agent; ai; ai-agent; bibliography; cloud-storage; knowledge-management; mcp; mcp-server; model-context-protocol; ocr; rag; research; research-assistant; scholarly-search; semantic-scholar,2025-12-10T18:38:02Z,2026-06-28T16:50:24Z,2026-06-28T16:50:20Z,,https://github.com/topics/academic-research,https://github.com/dralkh/seerai,71
